 NUMERO_BOLETIM; DATA HORA_BOLETIM; DATA_INCLUSAO; TIPO_ACIDENTE; DESC_TIPO_ACIDENTE; COD_TEMPO; DESC_TEMPO; COD_PAVIMENTO; PAVIMENTO; COD_REGIONAL; DESC_REGIONAL; ORIGEM_BOLETIM; LOCAL_SINALIZADO; VELOCIDADE_PERMITIDA; COORDENADA_X; COORDENADA_Y; HORA_INFORMADA; INDICADOR_FATALIDADE; VALOR_UPS; DESCRIÇÃO_UPS; DATA_ALTERACAO_SMSA; VALOR_UPS_ANTIGA; DESCRIÇÃO_UPS_ANTIGA
2023-034061252-001;21/07/2023 13:52;21/07/2023 14:36; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000606082.58;0007799047.46;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034065720-001;21/07/2023 13:42;21/07/2023 14:57; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000615211.39;0007798367.74;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034069471-001;21/07/2023 15:07;21/07/2023 15:09; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000609553.49;0007802023.79;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034070200-001;20/07/2023 06:00;21/07/2023 15:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000605417.25;0007799915.40;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034071377-001;21/07/2023 14:30;21/07/2023 15:18; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000608339.95;0007807218.90;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034074223-001;17/06/2023 23:30;21/07/2023 15:30; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO;0;0000615908.75;0007797646.95;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034082652-001;21/07/2023 15:42;21/07/2023 16:12; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;0;               ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034084439-001;21/07/2023 14:15;21/07/2023 16:20; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000608598.95;0007808883.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034085474-001;21/07/2023 15:27;21/07/2023 16:25; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000609966.23;0007797709.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034089288-001;21/07/2023 16:18;21/07/2023 16:43; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000609293.01;0007798076.78;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034094895-001;21/07/2023 16:32;21/07/2023 17:17; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000606624.23;0007791631.07;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034095890-001;21/07/2023 16:42;21/07/2023 17:23; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000613150.93;0007794335.80;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034098969-001;17/07/2023 22:50;21/07/2023 17:42; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000614427.77;0007805744.04;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034102473-001;21/07/2023 17:41;21/07/2023 18:08; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000609218.84;0007797179.42;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034106183-001;21/07/2023 11:10;21/07/2023 18:31; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000607159.85;0007801686.86;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034106954-001;05/07/2023 16:30;21/07/2023 18:34; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000610006.61;0007810589.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034113580-001;21/07/2023 18:43;21/07/2023 19:19; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000603231.85;0007790053.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034113787-001;21/07/2023 18:56;21/07/2023 19:20; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000606888.45;0007795559.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034114963-001;21/07/2023 18:30;21/07/2023 19:27; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000610697.05;0007799426.09;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034117443-001;21/07/2023 17:20;21/07/2023 19:42; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000604163.39;0007799478.48;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034117640-001;21/07/2023 19:05;21/07/2023 19:43; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000605460.03;0007791821.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034127802-001;21/07/2023 20:15;21/07/2023 20:48; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000604737.69;0007792440.84;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034130392-001;21/07/2023 20:30;21/07/2023 21:02; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000602180.06;0007798802.16;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034130518-001;21/07/2023 20:18;21/07/2023 21:03; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000610743.78;0007796920.86;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034136857-001;21/07/2023 20:36;21/07/2023 21:47; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000611766.97;0007801208.70;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034137156-001;06/06/2023 18:25;21/07/2023 21:48; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000604792.07;0007790485.07;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034146160-001;21/07/2023 21:48;21/07/2023 22:50; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611809.21;0007795478.09;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034153750-001;21/07/2023 20:38;21/07/2023 23:45; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000613187.56;0007799331.80;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034166041-001;22/07/2023 01:18;22/07/2023 01:49; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000611764.66;0007805124.79;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034166812-001;22/07/2023 01:28;22/07/2023 01:58; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000614186.82;0007796119.17;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034171029-001;22/07/2023 03:03;22/07/2023 03:06; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000611764.66;0007805124.79;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034171674-004;22/07/2023 02:52;22/07/2023 04:39; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000608239.74;0007792813.18;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034174076-001;22/07/2023 04:04;22/07/2023 05:36; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000613447.40;0007796711.86;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034174089-001;22/07/2023 03:52;22/07/2023 04:33; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000609757.65;0007795444.14;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034178516-001;22/07/2023 05:35;22/07/2023 07:03; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;60;0000612209.20;0007800022.37;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034180690-001;22/07/2023 07:04;22/07/2023 07:39; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000614224.41;0007798807.30;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034181340-001;22/07/2023 06:29;22/07/2023 07:50; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000613742.96;0007798717.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034181864-001;21/07/2023 12:55;22/07/2023 07:58; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA CIVIL  ;NÃO;40;0000607865.20;0007795113.96;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034183290-001;22/07/2023 07:30;22/07/2023 08:20; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000612591.30;0007796890.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034186384-001;22/07/2023 06:50;22/07/2023 09:16; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000616882.90;0007804588.29;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034187796-001;22/07/2023 09:02;22/07/2023 09:37; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000611794.90;0007806396.50;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034207849-001;22/07/2023 13:12;22/07/2023 13:54; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000610409.48;0007797298.49;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034208317-001;22/07/2023 11:53;22/07/2023 13:58; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000609666.39;0007802941.01;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034208386-001;22/07/2023 12:14;22/07/2023 13:59; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000607333.64;0007790092.25;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034210344-001;22/07/2023 12:37;22/07/2023 14:16; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000612152.09;0007800225.96;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034218901-001;22/07/2023 10:28;22/07/2023 15:14; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000606676.73;0007808209.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034220168-001;22/07/2023 10:30;22/07/2023 15:24; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000604470.76;0007793298.68;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034225511-001;22/07/2023 13:24;22/07/2023 16:02; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000611627.86;0007809703.89;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034227210-001;22/07/2023 13:55;22/07/2023 16:14; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000611991.99;0007800415.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034227668-001;21/07/2023 19:30;22/07/2023 16:17; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000609304.30;0007808017.02;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034227811-001;22/07/2023 14:56;22/07/2023 16:18; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000601142.02;0007786911.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034245488-001;22/07/2023 18:02;22/07/2023 18:27; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000606186.30;0007792788.56;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034246166-001;22/07/2023 17:57;22/07/2023 18:30; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000612964.58;0007797011.81;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034248334-001;22/07/2023 18:14;22/07/2023 18:46; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000610741.49;0007794187.54;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034248845-001;22/07/2023 17:17;22/07/2023 18:50; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000612202.40;0007802755.32;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-034253183-001;21/07/2023 11:53;22/07/2023 19:21; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000605553.14;0007806231.69;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038683275-001;18/08/2023 13:37;18/08/2023 14:47; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038691306-001;18/08/2023 14:39;18/08/2023 15:19; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;60;0000612687.32;0007795811.89;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038694250-001;18/08/2023 14:33;18/08/2023 15:31; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;0000603663.64;0007790019.35;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038697385-001;18/08/2023 15:03;18/08/2023 15:45; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000610886.96;0007806887.26;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038703776-001;18/08/2023 15:55;18/08/2023 17:39; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000609915.42;0007795981.72;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038704820-001;18/08/2023 10:44;18/08/2023 16:18; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000606746.98;0007791065.16;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038707081-001;18/08/2023 15:34;18/08/2023 16:28; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000605515.48;0007792981.71;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038710451-001;18/08/2023 15:24;18/08/2023 16:44; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000611871.70;0007795716.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038714870-001;16/08/2023 15:30;18/08/2023 17:06; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;0000608901.54;0007795393.97;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038715599-001;18/08/2023 10:18;18/08/2023 17:09; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO;0;0000610250.65;0007796472.10;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038718094-001;18/08/2023 16:16;18/08/2023 17:24; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000612247.82;0007802129.41;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038718790-001;18/08/2023 17:23;18/08/2023 17:28; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000605834.70;0007798623.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038719283-001;18/08/2023 16:41;18/08/2023 17:31; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000606840.41;0007806410.85;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038723121-001;18/08/2023 12:30;18/08/2023 17:52; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000603995.69;0007801177.76;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038727013-001;18/08/2023 16:20;18/08/2023 18:14; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000609980.84;0007794604.63;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038730411-001;18/08/2023 17:56;18/08/2023 18:35; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000605834.70;0007798623.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038731130-001;18/08/2023 16:30;18/08/2023 18:39; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000608149.34;0007805340.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038732659-001;18/08/2023 18:09;18/08/2023 20:07; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;0000609395.19;0007809330.84;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038734294-001;18/08/2023 18:27;18/08/2023 19:02; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;0000610577.21;0007797642.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038734541-001;18/08/2023 18:13;18/08/2023 19:03; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;70;0000605929.12;0007790628.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038734751-001;18/08/2023 16:12;18/08/2023 19:05; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038736371-001;18/08/2023 18:17;18/08/2023 19:15; H04000;QUEDA DE PESSOA DE VEICULO                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000609902.36;0007793400.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038740580-001;04/08/2023 17:10;18/08/2023 19:45; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000615115.70;0007801804.74;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038744051-001;18/08/2023 19:12;18/08/2023 20:06; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;0000611962.46;0007806613.70;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038744716-001;18/08/2023 18:27;18/08/2023 20:10; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;0000610044.79;0007795373.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
2023-038750873-001;18/08/2023 20:34;18/08/2023 20:44; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;0000612247.82;0007802129.41;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO
